"location_id","sum"
1,1096
2,5
3,39
4,34571
5,4
6,49
7,24669
8,225
9,53
10,3765
11,103
12,12388
13,145928
14,570
15,37
16,78
17,3249
18,137
19,132
20,111
21,82
22,183
23,27
24,37457
25,13273
26,374
27,12
28,1082
29,124
30,6
31,133
32,52
33,14286
34,364
35,155
36,1883
37,3873
38,32
39,241
40,7592
41,46694
42,21620
43,218251
45,35912
46,10
47,197
48,465223
49,4617
50,142929
51,73
52,7478
53,113
54,662
55,102
56,436
57,48
58,6
59,1
60,85
61,2607
62,602
63,124
64,45
65,19285
66,6423
67,71
68,341522
69,682
70,2369
71,153
72,164
73,33
74,52286
75,87035
76,429
77,104
78,108
79,417706
80,7381
81,43
82,3913
83,1887
84,11
85,316
86,25
87,123583
88,65019
89,1239
90,257211
91,256
92,702
93,2100
94,99
95,2234
96,57
97,12536
98,67
99,2
100,303444
101,62
102,105
105,20
106,2378
107,325694
108,29
109,1
111,26
112,6763
113,225796
114,201991
115,17
116,15992
117,54
118,5
119,527
120,206
121,108
122,27
123,134
124,178
125,83750
126,174
127,1490
128,95
129,8777
130,1248
131,141
132,401005
133,673
134,758
135,277
136,174
137,180181
138,410935
139,37
140,219619
141,300352
142,384080
143,132917
144,168572
145,16341
146,15139
147,138
148,228325
149,107
150,60
151,112582
152,13712
153,148
154,52
155,92
156,17
157,656
158,181426
159,704
160,236
161,560521
162,491391
163,386078
164,368474
165,214
166,57903
167,300
168,2683
169,253
170,469087
171,94
172,5
173,553
174,130
175,32
177,298
178,196
179,8760
180,122
181,14786
182,209
183,23
184,24
185,123
186,503833
187,2
188,1629
189,3780
190,789
191,86
192,160
193,6612
194,776
195,1231
196,1075
197,576
198,472
200,110
201,16
202,685
203,94
205,118
206,13
207,851
208,124
209,32463
210,101
211,121163
212,250
213,240
214,8
215,1132
216,1173
217,876
218,142
219,976
220,289
221,22
222,39
223,8244
224,39023
225,1364
226,23842
227,164
228,1403
229,259589
230,513472
231,253568
232,28062
233,199168
234,447746
235,338
236,408225
237,474736
238,225862
239,332440
240,47
241,261
242,148
243,2988
244,13899
245,3
246,215360
247,2726
248,110
249,287772
250,190
251,24
252,93
253,48
254,83
255,16377
256,13696
257,442
258,234
259,73
260,8943
261,105810
262,145056
263,233159
264,168563
265,6752
